document,date,entorno,WordCount,SentimentGI,NegativityGI,PositivityGI,SentimentHE,NegativityHE,PositivityHE,SentimentLM,NegativityLM,PositivityLM,RatioUncertaintyLM,SentimentQDAP,NegativityQDAP,PositivityQDAP
306,2016-02-01,both,39,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.02564102564102564,0,0.02564102564102564,0.02564102564102564,0,0.02564102564102564,0,0.05128205128205128,0,0.05128205128205128
307,2016-03-01,national,22,0.045454545454545456,0,0.045454545454545456,0,0,0,0,0,0,0,0.045454545454545456,0,0.045454545454545456
308,2016-03-01,national,82,0.036585365853658534,0.024390243902439025,0.06097560975609756,-0.012195121951219513,0.012195121951219513,0,0,0,0,0,0.012195121951219513,0.012195121951219513,0.024390243902439025
309,2016-03-01,international,56,0.017857142857142856,0,0.017857142857142856,0.05357142857142857,0.017857142857142856,0.07142857142857142,0,0,0,0,0,0,0
310,2016-03-01,international,47,0.02127659574468085,0,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.0425531914893617,0,0,0,0,0,0,0
311,2016-03-01,national,31,0,0.06451612903225806,0.06451612903225806,0.06451612903225806,0,0.06451612903225806,0,0,0,0,0,0.03225806451612903,0.03225806451612903
312,2016-03-01,national,64,0,0.046875,0.046875,0.03125,0.015625,0.046875,-0.015625,0.03125,0.015625,0,0.0625,0,0.0625
313,2016-03-01,both,43,0.023255813953488372,0.023255813953488372,0.046511627906976744,0,0,0,0,0,0,0,0.046511627906976744,0,0.046511627906976744
314,2016-04-01,national,20,0,0,0,0,0,0,0,0,0,0,0,0,0
315,2016-04-01,national,66,0.030303030303030304,0.015151515151515152,0.045454545454545456,-0.015151515151515152,0.015151515151515152,0,0,0,0,0.015151515151515152,0.015151515151515152,0,0.015151515151515152
316,2016-04-01,international,55,-0.01818181818181818,0.03636363636363636,0.01818181818181818,0.05454545454545454,0,0.05454545454545454,-0.01818181818181818,0.01818181818181818,0,0,-0.01818181818181818,0.01818181818181818,0
317,2016-04-01,international,62,0.016129032258064516,0,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.03225806451612903,0,0,0,0,0,0,0
318,2016-04-01,international,39,0.05128205128205128,0.02564102564102564,0.07692307692307693,-0.02564102564102564,0.02564102564102564,0,0,0,0,0,0.05128205128205128,0,0.05128205128205128
319,2016-04-01,national,64,0.03125,0.015625,0.046875,0.015625,0.03125,0.046875,0,0,0,0,-0.015625,0.046875,0.03125
320,2016-04-01,national,52,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.019230769230769232,0,0.019230769230769232,-0.057692307692307696,0.057692307692307696,0,0,0.07692307692307693,0,0.07692307692307693
321,2016-04-01,both,43,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.023255813953488372,0,0.023255813953488372,0.023255813953488372,0,0.023255813953488372,0,0.046511627906976744,0,0.046511627906976744
322,2016-05-01,national,20,0,0,0,0,0,0,0,0,0,0.05,0,0,0
323,2016-05-01,national,67,0.029850746268656716,0.029850746268656716,0.05970149253731343,-0.029850746268656716,0.029850746268656716,0,-0.014925373134328358,0.014925373134328358,0,0,0.014925373134328358,0,0.014925373134328358
324,2016-05-01,international,125,0.008,0.032,0.04,0.008,0.008,0.016,0.008,0,0.008,0.016,0.016,0.008,0.024
325,2016-05-01,international,95,0.021052631578947368,0.010526315789473684,0.031578947368421054,0.031578947368421054,0.010526315789473684,0.042105263157894736,-0.010526315789473684,0.010526315789473684,0,0,0,0.010526315789473684,0.010526315789473684
326,2016-05-01,international,46,0.021739130434782608,0.043478260869565216,0.06521739130434782,0.021739130434782608,0,0.021739130434782608,-0.021739130434782608,0.021739130434782608,0,0,0.021739130434782608,0,0.021739130434782608
327,2016-05-01,national,71,0,0.014084507042253521,0.014084507042253521,0.056338028169014086,0,0.056338028169014086,0,0,0,0,0.014084507042253521,0,0.014084507042253521
328,2016-05-01,national,69,0.014492753623188406,0.057971014492753624,0.07246376811594203,0.028985507246376812,0,0.028985507246376812,-0.043478260869565216,0.043478260869565216,0,0.014492753623188406,0.014492753623188406,0,0.014492753623188406
329,2016-05-01,both,43,0,0.046511627906976744,0.046511627906976744,0,0,0,-0.023255813953488372,0.023255813953488372,0,0,0.046511627906976744,0,0.046511627906976744
330,2016-06-01,national,17,0,0,0,0,0,0,0,0,0,0,0,0,0
331,2016-06-01,national,58,0.034482758620689655,0.034482758620689655,0.06896551724137931,-0.017241379310344827,0.017241379310344827,0,-0.017241379310344827,0.017241379310344827,0,0.034482758620689655,0,0.017241379310344827,0.017241379310344827
332,2016-06-01,international,104,0.028846153846153848,0.028846153846153848,0.057692307692307696,0.038461538461538464,0,0.038461538461538464,0.009615384615384616,0.019230769230769232,0.028846153846153848,0,0.057692307692307696,0,0.057692307692307696
333,2016-06-01,international,44,0.022727272727272728,0.022727272727272728,0.045454545454545456,0.022727272727272728,0,0.022727272727272728,0,0.022727272727272728,0.022727272727272728,0,0.045454545454545456,0,0.045454545454545456
334,2016-06-01,national,48,0.08333333333333333,0,0.08333333333333333,0.0625,0,0.0625,0.020833333333333332,0,0.020833333333333332,0,0.0625,0,0.0625
335,2016-06-01,national,53,0,0.03773584905660377,0.03773584905660377,-0.018867924528301886,0.018867924528301886,0,-0.03773584905660377,0.03773584905660377,0,0,0.018867924528301886,0,0.018867924528301886
336,2016-06-01,both,46,0.021739130434782608,0.021739130434782608,0.043478260869565216,0,0,0,0,0,0,0,0.043478260869565216,0,0.043478260869565216
337,2016-07-01,national,20,0,0,0,0,0,0,0,0,0,0,0,0,0
338,2016-07-01,national,58,0.05172413793103448,0,0.05172413793103448,-0.017241379310344827,0.017241379310344827,0,0,0,0,0.017241379310344827,0,0,0
339,2016-07-01,international,64,0.015625,0,0.015625,0.015625,0,0.015625,0.015625,0,0.015625,0,0.03125,0,0.03125
340,2016-07-01,international,96,0.03125,0.020833333333333332,0.052083333333333336,0.041666666666666664,0.010416666666666666,0.052083333333333336,0.020833333333333332,0,0.020833333333333332,0,0.020833333333333332,0,0.020833333333333332
341,2016-07-01,national,142,0,0.07042253521126761,0.07042253521126761,0.007042253521126761,0.014084507042253521,0.02112676056338028,-0.035211267605633804,0.035211267605633804,0,0.007042253521126761,0.028169014084507043,0.007042253521126761,0.035211267605633804
342,2016-07-01,both,43,0,0.046511627906976744,0.046511627906976744,0,0,0,-0.023255813953488372,0.023255813953488372,0,0,0.046511627906976744,0,0.046511627906976744
343,2016-08-01,national,24,0.041666666666666664,0,0.041666666666666664,0,0,0,0,0,0,0,0.041666666666666664,0,0.041666666666666664
344,2016-08-01,national,74,0.05405405405405406,0,0.05405405405405406,-0.013513513513513514,0.013513513513513514,0,0,0,0,0.013513513513513514,0.02702702702702703,0,0.02702702702702703
345,2016-08-01,international,52,0.038461538461538464,0.019230769230769232,0.057692307692307696,0.057692307692307696,0,0.057692307692307696,0,0,0,0,0,0,0
346,2016-08-01,international,45,0,0.022222222222222223,0.022222222222222223,0,0.044444444444444446,0.044444444444444446,0,0,0,0,-0.044444444444444446,0.044444444444444446,0
347,2016-08-01,international,42,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.047619047619047616,0,0,0,0,0,0.023809523809523808,0.023809523809523808
348,2016-08-01,international,60,0.06666666666666667,0.016666666666666666,0.08333333333333333,-0.016666666666666666,0.016666666666666666,0,0,0,0,0,0.08333333333333333,0,0.08333333333333333
349,2016-08-01,national,72,0.05555555555555555,0,0.05555555555555555,0.08333333333333333,0,0.08333333333333333,0.027777777777777776,0,0.027777777777777776,0,0.041666666666666664,0,0.041666666666666664
350,2016-08-01,international,60,0,0.05,0.05,0,0,0,-0.05,0.05,0,0,0.016666666666666666,0,0.016666666666666666
351,2016-08-01,both,45,0,0.044444444444444446,0.044444444444444446,0,0,0,-0.022222222222222223,0.022222222222222223,0,0,0.044444444444444446,0,0.044444444444444446
352,2016-09-01,national,20,0,0,0,0,0,0,0,0,0,0,0,0,0
353,2016-09-01,national,54,0.05555555555555555,0,0.05555555555555555,0,0,0,0,0,0,0,0.018518518518518517,0,0.018518518518518517
354,2016-09-01,international,102,0.00980392156862745,0.029411764705882353,0.0392156862745098,0.0392156862745098,0,0.0392156862745098,0.0196078431372549,0,0.0196078431372549,0.00980392156862745,0.0196078431372549,0,0.0196078431372549
355,2016-09-01,international,93,0.053763440860215055,0,0.053763440860215055,0.021505376344086023,0.021505376344086023,0.043010752688172046,0.021505376344086023,0,0.021505376344086023,0,0.010752688172043012,0,0.010752688172043012
356,2016-09-01,national,122,0.02459016393442623,0.03278688524590164,0.05737704918032787,0.01639344262295082,0.01639344262295082,0.03278688524590164,-0.03278688524590164,0.03278688524590164,0,0,0.01639344262295082,0,0.01639344262295082
357,2016-09-01,both,45,0,0.044444444444444446,0.044444444444444446,0,0,0,-0.022222222222222223,0.022222222222222223,0,0,0.044444444444444446,0,0.044444444444444446
358,2016-10-01,national,52,0,0.019230769230769232,0.019230769230769232,0,0,0,0,0,0,0,0,0,0
359,2016-10-01,national,100,0.04,0.02,0.06,0.01,0,0.01,0,0,0,0,0.02,0,0.02
360,2016-10-01,national,107,0.009345794392523364,0.018691588785046728,0.028037383177570093,0,0.018691588785046728,0.018691588785046728,-0.009345794392523364,0.009345794392523364,0,0.009345794392523364,-0.018691588785046728,0.018691588785046728,0
361,2016-10-01,international,94,0.02127659574468085,0,0.02127659574468085,0.031914893617021274,0,0.031914893617021274,-0.010638297872340425,0.010638297872340425,0,0,0.010638297872340425,0,0.010638297872340425
362,2016-10-01,international,34,0,0.029411764705882353,0.029411764705882353,0.029411764705882353,0,0.029411764705882353,-0.029411764705882353,0.029411764705882353,0,0,0,0,0
363,2016-10-01,international,77,-0.012987012987012988,0.03896103896103896,0.025974025974025976,0.012987012987012988,0.025974025974025976,0.03896103896103896,0.012987012987012988,0,0.012987012987012988,0,0.012987012987012988,0,0.012987012987012988
364,2016-10-01,national,92,0.043478260869565216,0.010869565217391304,0.05434782608695652,0.043478260869565216,0,0.043478260869565216,0,0.010869565217391304,0.010869565217391304,0,-0.010869565217391304,0.021739130434782608,0.010869565217391304
365,2016-10-01,national,84,0,0.047619047619047616,0.047619047619047616,0.011904761904761904,0,0.011904761904761904,-0.05952380952380952,0.05952380952380952,0,0,0.023809523809523808,0,0.023809523809523808
366,2016-10-01,both,51,0.0196078431372549,0.0196078431372549,0.0392156862745098,0,0,0,0,0,0,0,0.0392156862745098,0,0.0392156862745098
367,2016-11-01,national,21,0,0,0,0,0,0,0,0,0,0,0,0,0
368,2016-11-01,national,72,0.013888888888888888,0,0.013888888888888888,0.013888888888888888,0,0.013888888888888888,0,0,0,0.013888888888888888,0.027777777777777776,0,0.027777777777777776
369,2016-11-01,national,55,0.01818181818181818,0,0.01818181818181818,0,0,0,0,0,0,0,0,0,0
370,2016-11-01,international,98,0.02040816326530612,0.01020408163265306,0.030612244897959183,0.030612244897959183,0,0.030612244897959183,-0.01020408163265306,0.01020408163265306,0,0,0.02040816326530612,0,0.02040816326530612
371,2016-11-01,international,91,0,0.02197802197802198,0.02197802197802198,0.01098901098901099,0.02197802197802198,0.03296703296703297,-0.02197802197802198,0.02197802197802198,0,0,0,0,0
372,2016-11-01,national,67,0.014925373134328358,0.05970149253731343,0.07462686567164178,0.07462686567164178,0,0.07462686567164178,0,0.029850746268656716,0.029850746268656716,0,0.014925373134328358,0.014925373134328358,0.029850746268656716
373,2016-11-01,national,104,-0.009615384615384616,0.038461538461538464,0.028846153846153848,0.028846153846153848,0,0.028846153846153848,-0.04807692307692308,0.04807692307692308,0,0,0.028846153846153848,0,0.028846153846153848
374,2016-11-01,both,49,0.02040816326530612,0.02040816326530612,0.04081632653061224,0,0,0,0,0,0,0,0.04081632653061224,0,0.04081632653061224
375,2016-12-01,national,25,0.04,0,0.04,0,0,0,0,0,0,0,0.04,0,0.04
376,2016-12-01,national,98,0.02040816326530612,0.030612244897959183,0.05102040816326531,-0.02040816326530612,0.02040816326530612,0,-0.02040816326530612,0.02040816326530612,0,0,0.01020408163265306,0.01020408163265306,0.02040816326530612
377,2016-12-01,international,114,0.02631578947368421,0.017543859649122806,0.043859649122807015,0.043859649122807015,0,0.043859649122807015,-0.008771929824561403,0.008771929824561403,0,0,0.008771929824561403,0,0.008771929824561403
378,2016-12-01,international,97,0.010309278350515464,0.020618556701030927,0.030927835051546393,0.061855670103092786,0.010309278350515464,0.07216494845360824,0,0.010309278350515464,0.010309278350515464,0,0,0.010309278350515464,0.010309278350515464
379,2016-12-01,national,95,0.021052631578947368,0.010526315789473684,0.031578947368421054,0.05263157894736842,0,0.05263157894736842,0.010526315789473684,0,0.010526315789473684,0,0,0.021052631578947368,0.021052631578947368
380,2016-12-01,national,42,0,0.047619047619047616,0.047619047619047616,0.023809523809523808,0,0.023809523809523808,-0.047619047619047616,0.047619047619047616,0,0,0.023809523809523808,0,0.023809523809523808
381,2016-12-01,both,51,0.0196078431372549,0.0196078431372549,0.0392156862745098,0,0,0,0,0,0,0,0.0392156862745098,0,0.0392156862745098
382,2017-01-01,national,25,0.04,0,0.04,0,0,0,0,0,0,0,0.04,0,0.04
383,2017-01-01,national,63,0.07936507936507936,0,0.07936507936507936,-0.015873015873015872,0.015873015873015872,0,0,0,0,0.015873015873015872,0.031746031746031744,0.015873015873015872,0.047619047619047616
384,2017-01-01,international,86,0.046511627906976744,0,0.046511627906976744,0.05813953488372093,0,0.05813953488372093,0.023255813953488372,0,0.023255813953488372,0,0.011627906976744186,0,0.011627906976744186
385,2017-01-01,international,73,0.0136986301369863,0.0273972602739726,0.0410958904109589,0.0547945205479452,0,0.0547945205479452,0,0,0,0,0.0136986301369863,0,0.0136986301369863
386,2017-01-01,national,79,-0.012658227848101266,0.02531645569620253,0.012658227848101266,0.012658227848101266,0,0.012658227848101266,0.012658227848101266,0,0.012658227848101266,0,-0.02531645569620253,0.02531645569620253,0
387,2017-01-01,national,70,0,0.04285714285714286,0.04285714285714286,0.04285714285714286,0.014285714285714285,0.05714285714285714,0.014285714285714285,0.02857142857142857,0.04285714285714286,0,0.014285714285714285,0.014285714285714285,0.02857142857142857
388,2017-01-01,both,54,0.018518518518518517,0.018518518518518517,0.037037037037037035,0,0,0,0,0,0,0,0.037037037037037035,0,0.037037037037037035
389,2017-02-01,national,19,0,0,0,0,0,0,0,0,0,0,0,0,0
390,2017-02-01,national,69,0.057971014492753624,0,0.057971014492753624,0.014492753623188406,0,0.014492753623188406,0,0,0,0,0.043478260869565216,0,0.043478260869565216
391,2017-02-01,ain,103,0.02912621359223301,0.02912621359223301,0.05825242718446602,0.05825242718446602,0.009708737864077669,0.06796116504854369,0.009708737864077669,0.009708737864077669,0.019417475728155338,0,0.009708737864077669,0.009708737864077669,0.019417475728155338
392,2017-02-01,international,48,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.020833333333333332,0,0.020833333333333332,-0.020833333333333332,0.020833333333333332,0,0.020833333333333332,0.041666666666666664,0,0.041666666666666664
393,2017-02-01,national,85,0.023529411764705882,0.023529411764705882,0.047058823529411764,0.03529411764705882,0,0.03529411764705882,-0.023529411764705882,0.023529411764705882,0,0,0.011764705882352941,0,0.011764705882352941
394,2017-02-01,both,50,0,0.04,0.04,0,0,0,-0.02,0.02,0,0,0.04,0,0.04
395,2017-03-01,national,68,0.029411764705882353,0.014705882352941176,0.04411764705882353,0,0,0,0,0,0,0,0.014705882352941176,0,0.014705882352941176
396,2017-03-01,national,33,0.030303030303030304,0,0.030303030303030304,0,0,0,0,0,0,0,0,0,0
397,2017-03-01,national,68,-0.029411764705882353,0.029411764705882353,0,-0.029411764705882353,0.04411764705882353,0.014705882352941176,-0.014705882352941176,0.014705882352941176,0,0,-0.014705882352941176,0.014705882352941176,0
398,2017-03-01,international,106,-0.009433962264150943,0.03773584905660377,0.02830188679245283,0.009433962264150943,0.009433962264150943,0.018867924528301886,0,0,0,0.009433962264150943,-0.009433962264150943,0.009433962264150943,0
399,2017-03-01,international,75,0.04,0.013333333333333334,0.05333333333333334,0.013333333333333334,0.013333333333333334,0.02666666666666667,0.013333333333333334,0,0.013333333333333334,0,0.05333333333333334,0,0.05333333333333334
400,2017-03-01,international,64,0.046875,0.015625,0.0625,0.03125,0.015625,0.046875,0.015625,0,0.015625,0,0.015625,0.015625,0.03125
401,2017-03-01,national,58,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.06896551724137931,0,0.06896551724137931,0,0,0,0,0.017241379310344827,0,0.017241379310344827
402,2017-03-01,national,58,-0.034482758620689655,0.05172413793103448,0.017241379310344827,-0.017241379310344827,0.017241379310344827,0,-0.034482758620689655,0.034482758620689655,0,0,0,0,0
403,2017-03-01,both,50,0.02,0.04,0.06,0,0,0,-0.04,0.04,0,0,0.06,0,0.06
404,2017-04-01,national,21,0.047619047619047616,0,0.047619047619047616,0,0,0,0,0,0,0,0.047619047619047616,0,0.047619047619047616
405,2017-04-01,national,67,0.04477611940298507,0,0.04477611940298507,0,0,0,0,0,0,0,0,0,0
406,2017-04-01,international,99,0.020202020202020204,0.010101010101010102,0.030303030303030304,0.04040404040404041,0.010101010101010102,0.050505050505050504,0.010101010101010102,0,0.010101010101010102,0,0.020202020202020204,0,0.020202020202020204
407,2017-04-01,international,36,0.1111111111111111,0,0.1111111111111111,0.05555555555555555,0,0.05555555555555555,0.027777777777777776,0,0.027777777777777776,0,0.05555555555555555,0,0.05555555555555555
408,2017-04-01,national,55,0.01818181818181818,0,0.01818181818181818,0.03636363636363636,0,0.03636363636363636,0,0,0,0,0,0,0
409,2017-04-01,national,39,0,0.02564102564102564,0.02564102564102564,0,0,0,-0.02564102564102564,0.02564102564102564,0,0,0,0,0
410,2017-04-01,both,49,0.02040816326530612,0.04081632653061224,0.061224489795918366,0,0,0,-0.04081632653061224,0.04081632653061224,0,0,0.061224489795918366,0,0.061224489795918366
411,2017-05-01,national,21,0.047619047619047616,0,0.047619047619047616,0,0,0,0,0,0,0.047619047619047616,0.047619047619047616,0,0.047619047619047616
412,2017-05-01,national,34,0.029411764705882353,0,0.029411764705882353,0,0,0,0,0,0,0,0,0,0
413,2017-05-01,national,59,-0.03389830508474576,0.05084745762711865,0.01694915254237288,0.01694915254237288,0,0.01694915254237288,0,0,0,0,0,0,0
414,2017-05-01,international,77,-0.012987012987012988,0.03896103896103896,0.025974025974025976,0,0.012987012987012988,0.012987012987012988,0,0,0,0,0,0,0
415,2017-05-01,international,64,-0.015625,0.046875,0.03125,0.015625,0.015625,0.03125,0,0,0,0,-0.015625,0.015625,0
416,2017-05-01,national,89,0.011235955056179775,0.011235955056179775,0.02247191011235955,0.0449438202247191,0,0.0449438202247191,0,0,0,0.011235955056179775,0.011235955056179775,0,0.011235955056179775
417,2017-05-01,national,84,0,0.023809523809523808,0.023809523809523808,0.011904761904761904,0,0.011904761904761904,0,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.023809523809523808,0,0.023809523809523808
418,2017-05-01,both,50,0.02,0.04,0.06,0,0,0,-0.04,0.04,0,0,0.06,0,0.06
419,2017-06-01,national,21,0.047619047619047616,0,0.047619047619047616,0,0,0,0,0,0,0,0.047619047619047616,0,0.047619047619047616
420,2017-06-01,national,85,0.03529411764705882,0.011764705882352941,0.047058823529411764,0,0.011764705882352941,0.011764705882352941,0,0,0,0.011764705882352941,0,0.011764705882352941,0.011764705882352941
421,2017-06-01,international,88,0,0.022727272727272728,0.022727272727272728,0.011363636363636364,0.011363636363636364,0.022727272727272728,0,0,0,0,0,0,0
422,2017-06-01,international,83,-0.012048192771084338,0.012048192771084338,0,0.04819277108433735,0,0.04819277108433735,0,0,0,0,0,0,0
423,2017-06-01,national,35,0.02857142857142857,0,0.02857142857142857,0.02857142857142857,0,0.02857142857142857,0,0,0,0,0,0,0
424,2017-06-01,national,65,-0.03076923076923077,0.03076923076923077,0,0,0.015384615384615385,0.015384615384615385,-0.03076923076923077,0.03076923076923077,0,0.03076923076923077,0,0,0
425,2017-06-01,national,57,0.03508771929824561,0.017543859649122806,0.05263157894736842,0.017543859649122806,0,0.017543859649122806,0.017543859649122806,0,0.017543859649122806,0.017543859649122806,0.05263157894736842,0,0.05263157894736842
426,2017-06-01,both,53,0.018867924528301886,0.03773584905660377,0.05660377358490566,0,0,0,-0.03773584905660377,0.03773584905660377,0,0,0.05660377358490566,0,0.05660377358490566
427,2017-07-01,national,68,0.014705882352941176,0.014705882352941176,0.029411764705882353,0,0,0,0,0,0,0,0.014705882352941176,0,0.014705882352941176
428,2017-07-01,national,82,-0.012195121951219513,0.04878048780487805,0.036585365853658534,-0.036585365853658534,0.04878048780487805,0.012195121951219513,-0.024390243902439025,0.024390243902439025,0,0,-0.036585365853658534,0.036585365853658534,0
429,2017-07-01,international,58,-0.017241379310344827,0.017241379310344827,0,0,0,0,-0.017241379310344827,0.017241379310344827,0,0,-0.017241379310344827,0.017241379310344827,0
430,2017-07-01,international,88,0,0.045454545454545456,0.045454545454545456,0,0.022727272727272728,0.022727272727272728,-0.011363636363636364,0.011363636363636364,0,0,-0.011363636363636364,0.022727272727272728,0.011363636363636364
431,2017-07-01,international,27,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.07407407407407407,0,0.07407407407407407,0,0,0,0,0.037037037037037035,0,0.037037037037037035
432,2017-07-01,national,83,0,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.024096385542168676,-0.012048192771084338,0.024096385542168676,0.012048192771084338,0.012048192771084338,0.012048192771084338,0,0.012048192771084338
433,2017-07-01,national,63,-0.015873015873015872,0.07936507936507936,0.06349206349206349,-0.047619047619047616,0.06349206349206349,0.015873015873015872,-0.06349206349206349,0.06349206349206349,0,0,0,0.031746031746031744,0.031746031746031744
434,2017-07-01,national,34,-0.058823529411764705,0.11764705882352941,0.058823529411764705,-0.029411764705882353,0.029411764705882353,0,-0.029411764705882353,0.029411764705882353,0,0,0.029411764705882353,0,0.029411764705882353
435,2017-07-01,both,53,0.018867924528301886,0.03773584905660377,0.05660377358490566,0,0,0,-0.03773584905660377,0.03773584905660377,0,0,0.05660377358490566,0,0.05660377358490566
436,2017-08-01,national,21,0.047619047619047616,0,0.047619047619047616,0,0,0,0,0,0,0,0.047619047619047616,0,0.047619047619047616
437,2017-08-01,national,88,0.011363636363636364,0.06818181818181818,0.07954545454545454,-0.03409090909090909,0.045454545454545456,0.011363636363636364,-0.03409090909090909,0.03409090909090909,0,0.011363636363636364,-0.022727272727272728,0.03409090909090909,0.011363636363636364
438,2017-08-01,international,95,0.042105263157894736,0.010526315789473684,0.05263157894736842,0.042105263157894736,0.010526315789473684,0.05263157894736842,0,0,0,0,0.031578947368421054,0,0.031578947368421054
439,2017-08-01,international,33,0,0,0,0.06060606060606061,0,0.06060606060606061,0,0,0,0,0,0,0
440,2017-08-01,international,75,0.02666666666666667,0.02666666666666667,0.05333333333333334,0.04,0.013333333333333334,0.05333333333333334,0.04,0,0.04,0,0.04,0,0.04
441,2017-08-01,national,43,0,0,0,0.046511627906976744,0,0.046511627906976744,-0.023255813953488372,0.023255813953488372,0,0,0,0,0
442,2017-08-01,national,75,0.06666666666666667,0,0.06666666666666667,0.05333333333333334,0,0.05333333333333334,0.013333333333333334,0,0.013333333333333334,0.013333333333333334,0.013333333333333334,0,0.013333333333333334
443,2017-08-01,national,58,-0.06896551724137931,0.06896551724137931,0,0.017241379310344827,0,0.017241379310344827,-0.034482758620689655,0.034482758620689655,0,0,0,0,0
444,2017-08-01,national,45,-0.044444444444444446,0.08888888888888889,0.044444444444444446,0,0,0,-0.022222222222222223,0.022222222222222223,0,0,0.022222222222222223,0,0.022222222222222223
445,2017-08-01,both,53,0.018867924528301886,0.03773584905660377,0.05660377358490566,0,0,0,-0.03773584905660377,0.03773584905660377,0,0,0.05660377358490566,0,0.05660377358490566
446,2017-09-01,national,22,0.045454545454545456,0,0.045454545454545456,0,0,0,0,0,0,0,0.045454545454545456,0,0.045454545454545456
447,2017-09-01,national,94,0.02127659574468085,0,0.02127659574468085,0,0,0,0,0,0,0,0,0,0
448,2017-09-01,international,101,0.019801980198019802,0.009900990099009901,0.0297029702970297,0.04950495049504951,0.009900990099009901,0.0594059405940594,0,0,0,0,0.019801980198019802,0,0.019801980198019802
449,2017-09-01,international,62,0,0.03225806451612903,0.03225806451612903,0.0967741935483871,0,0.0967741935483871,0,0,0,0,0,0,0
450,2017-09-01,national,114,0.03508771929824561,0.008771929824561403,0.043859649122807015,0.008771929824561403,0,0.008771929824561403,0,0,0,0,0.017543859649122806,0,0.017543859649122806
451,2017-09-01,national,70,0,0.05714285714285714,0.05714285714285714,0.014285714285714285,0,0.014285714285714285,0,0.014285714285714285,0.014285714285714285,0,0.02857142857142857,0,0.02857142857142857
452,2017-09-01,both,53,0.018867924528301886,0.03773584905660377,0.05660377358490566,0,0,0,-0.03773584905660377,0.03773584905660377,0,0,0.05660377358490566,0,0.05660377358490566
453,2017-10-01,national,21,0.047619047619047616,0,0.047619047619047616,0,0,0,0,0,0,0,0.047619047619047616,0,0.047619047619047616
454,2017-10-01,national,88,0,0.03409090909090909,0.03409090909090909,-0.011363636363636364,0.011363636363636364,0,-0.022727272727272728,0.022727272727272728,0,0,-0.011363636363636364,0.011363636363636364,0
455,2017-10-01,international,72,0.041666666666666664,0.013888888888888888,0.05555555555555555,0.041666666666666664,0.013888888888888888,0.05555555555555555,0.013888888888888888,0,0.013888888888888888,0,0.041666666666666664,0,0.041666666666666664
456,2017-10-01,international,57,0.03508771929824561,0,0.03508771929824561,0.07017543859649122,0,0.07017543859649122,0.017543859649122806,0,0.017543859649122806,0,0.017543859649122806,0,0.017543859649122806
457,2017-10-01,international,51,0,0.0196078431372549,0.0196078431372549,-0.0196078431372549,0.0196078431372549,0,-0.0196078431372549,0.0196078431372549,0,0,0,0.0196078431372549,0.0196078431372549
458,2017-10-01,national,46,0.043478260869565216,0,0.043478260869565216,0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0,0.021739130434782608
459,2017-10-01,national,77,0.1038961038961039,0.012987012987012988,0.11688311688311688,0.025974025974025976,0,0.025974025974025976,0,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.03896103896103896,0,0.03896103896103896
460,2017-10-01,national,57,-0.03508771929824561,0.07017543859649122,0.03508771929824561,0,0,0,-0.017543859649122806,0.017543859649122806,0,0,0.017543859649122806,0,0.017543859649122806
461,2017-10-01,both,53,0.018867924528301886,0.03773584905660377,0.05660377358490566,0,0,0,-0.03773584905660377,0.03773584905660377,0,0,0.05660377358490566,0,0.05660377358490566
462,2017-11-01,national,21,0.047619047619047616,0,0.047619047619047616,0,0,0,0,0,0,0,0.047619047619047616,0,0.047619047619047616
463,2017-11-01,national,40,0.025,0,0.025,0,0,0,0,0,0,0,0,0,0
464,2017-11-01,national,53,0,0,0,0,0,0,0,0,0,0,0,0,0
465,2017-11-01,international,108,0.009259259259259259,0.009259259259259259,0.018518518518518517,0.037037037037037035,0.009259259259259259,0.046296296296296294,0.009259259259259259,0,0.009259259259259259,0,0.009259259259259259,0,0.009259259259259259
466,2017-11-01,international,60,0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0,0.03333333333333333,0,0,0,0,-0.016666666666666666,0.016666666666666666,0
467,2017-11-01,national,125,0.024,0.008,0.032,0.048,0,0.048,0.008,0,0.008,0.008,0.008,0,0.008
468,2017-11-01,national,57,-0.05263157894736842,0.07017543859649122,0.017543859649122806,0,0,0,-0.017543859649122806,0.017543859649122806,0,0,0,0,0
469,2017-11-01,both,64,0.015625,0.03125,0.046875,0.015625,0,0.015625,-0.03125,0.03125,0,0,0.046875,0,0.046875
470,2017-12-01,national,21,0.047619047619047616,0,0.047619047619047616,0,0,0,0,0,0,0,0.047619047619047616,0,0.047619047619047616
