periodo,year,mes,inflacion_mes,inflacion_diciembre,inflacion_interanual,inflacion_diciembre2,inflacion_interanual2,tc_mes,tc_diciembre,tc_interanual,tc_diciembre2,tc_interanual2,pib_trimestre,pib_diciembre,pib_diciembre2,tpm_mes,tpm_trimestre,tpm_diciembre,tpm_interanual,tpm_interanual2,tc_diciembre_v,tc_interanual_v,tc_diciembre2_v,tc_interanual2_v
2015-06-01,2015,6,0.284285714285714,2.875,2.70642857142857,3.90071428571429,,44.9414285714286,45.7857142857143,46.5207142857143,47.3257142857143,,5.38071428571429,5.62928571428571,5.14428571428571,4.88461538461539,4.90384615384615,4.76923076923077,,,3.21396367383744,3.51414084092671,3.36116018858868,
2015-07-01,2015,7,0.475625,2.555625,2.973125,3.52625,,45.07,45.833125,46.65,47.369375,,5.224375,5.9375,5.58866666666667,5,5,5.03125,,,3.32084084761046,3.50394000138744,3.34348421910998,
2015-08-01,2015,8,0.432142857142857,2.63,3.00214285714286,3.555,,45.225,45.9621428571429,46.8407142857143,47.5114285714286,,5.26461538461538,5.77571428571429,5.26923076923077,5.01785714285714,5.08928571428571,5.21153846153846,,,3.61168362746361,3.57264134840015,3.37630255312154,
2015-09-01,2015,9,0.44375,2.21882352941176,2.63235294117647,3.38647058823529,,45.2729411764706,45.82,46.7447058823529,47.1735294117647,,5.611875,5.94823529411765,5.38058823529412,5.01470588235294,5.01470588235294,5.04411764705882,,,3.29125338142471,3.25049098235929,2.95636549778375,
2015-10-01,2015,10,0.353571428571429,2.21928571428571,3.31571428571429,3.8,,45.41,45.8178571428571,47.1235714285714,47.5785714285714,,5.89230769230769,6.16857142857143,5.32642857142857,5.05357142857143,5.125,5.13928571428571,,,3.28642277470051,3.77367106710815,3.84263884652795,
2015-11-01,2015,11,0.5225,2.9025,2.88833333333333,3.47333333333333,,45.4758333333333,45.6108333333333,46.7291666666667,47.3958333333333,,5.34090909090909,6.1575,5.33916666666667,4.97916666666667,5.04166666666667,5.04166666666667,,,2.8197324917343,2.75261972267003,3.91945443697679,
2015-12-01,2015,12,0.61,2.66166666666667,3.54833333333333,3.90666666666667,,45.6066666666667,45.5983333333333,47.2533333333333,47.3366666666667,,6.11666666666667,6.275,5.53333333333333,4.97916666666667,4.97916666666667,4.97916666666667,,,2.79155395250978,3.61123072397278,3.81317561453336,
2016-01-01,2016,1,0.181428571428571,3.23333333333333,2.99933333333333,3.74133333333333,,45.774,46.942,47.1966666666667,48.2193333333333,,5.75307692307692,5.854,5.45133333333333,4.98333333333333,5.05,5.25,,,3.05598243688255,3.10875793323948,2.7126830362328,
2016-02-01,2016,2,0.324516129032258,3.57323529411765,3.69764705882353,4.00882352941176,,45.7850181818182,47.1770878787879,47.5105090909091,48.8606484848485,,4.48866666666667,5.55322580645161,5.19677419354839,5.1,5.10833333333333,5.54,,,3.57209194025879,3.7677751995137,3.54921928166764,
2016-03-01,2016,3,0.3684,3.34793103448276,3.39607142857143,17.87,,45.8308,47.2024,47.6492,48.936,,5.00086956521739,5.82083333333333,5.2375,4.98958333333333,5.03125,5.35416666666667,,,3.62766190998903,3.96952429904345,3.65648459265137,
2016-04-01,2016,4,0.264705882352941,3.06666666666667,3.25652173913043,3.89583333333333,,45.9429166666667,46.7958333333333,47.3695652173913,48.2879166666667,,4.4,5.5695652173913,5.0304347826087,5.08695652173913,5.07391304347826,5.25217391304348,,,2.73508964507867,3.0885981840177,3.17903243820934,
2016-05-01,2016,5,0.138571428571429,2.6788,3.1364,3.7392,,45.9544,46.924,47.5176,48.6184,,5.08826086956522,5.6364,5.3168,5,4.98541666666667,5.11041666666667,,,3.01646542261252,3.40332616938927,3.61181413339525,
2016-06-01,2016,6,0.510869565217391,2.48130434782609,3.25391304347826,3.62608695652174,,45.9782608695652,46.9334782608696,48.0326086956522,48.925652173913,,5.60380952380952,6.08913043478261,5.56739130434783,5,4.97826086956522,5.01086956521739,,,3.03727389872573,4.47159662311861,4.2488401262503,
2016-07-01,2016,7,0.4632,2.8028,3.30333333333333,3.8556,,46.0536,46.8532,47.8779166666667,48.7396,,5.11125,5.872,5.06,5.008,5.01,5.066,,,2.86103183315039,3.97368358123194,4.01346500586528,
2016-08-01,2016,8,1,2.54545454545455,3.31578947368421,3.72727272727273,4.55555555555556,46.2104545454545,46.8027272727273,47.7785714285714,48.4018181818182,49.5205,5.76190476190476,6.04545454545455,5.54545454545455,5,5,5.18181818181818,,,2.75022452849017,3.40619861789106,3.40943731920361,3.64754666557657
2016-09-01,2016,9,0.4405,1.9255,2.762,3.219,3.17388888888889,46.1555,46.764,47.703,48.41,49.2216666666667,6.70294117647059,6.77105263157895,5.7578947368421,5,4.975,5.075,,,2.66520307354556,3.35253658990439,3.51473681439295,3.23751898639747
2016-10-01,2016,10,0.263125,1.848125,2.4875,3.185625,2.964,46.4775,46.8373333333333,48.141875,48.7564285714286,50.0442857142857,5.56785714285714,6.071875,5.6575,5.015625,5.04375,5.125,,,2.82619831686792,3.58169273057849,4.12292699669477,3.97978218347947
2016-11-01,2016,11,0.495454545454545,1.7895652173913,2.95086956521739,3.41478260869565,3.90571428571429,46.6257238095238,46.8438095238095,48.6419047619048,48.9533333333333,50.746,5.1235,6.24095238095238,5.23904761904762,5.4875,5.5875,5.6625,,,2.84041607861587,4.32425722548221,4.50061633361421,4.23491543563886
2016-12-01,2016,12,0.275,1.50681818181818,2.56227272727273,3.39714285714286,3.7585,46.7938095238095,46.7938095238095,48.287142857142896,48.287142857142896,49.8835,5.48,6.24285714285714,5.206,5.58333333333333,5.57142857142857,5.58333333333333,,,2.73064659453244,3.19049779508707,3.19049779508707,3.25742224584008
2017-01-01,2017,1,0.52,3.65947368421053,3.25157894736842,4.07842105263158,4.73944444444444,46.855,48.5826315789474,48.7678947368421,50.2642105263158,50.8694444444444,5.55888888888889,5.3225,5.04210526315789,5.5375,5.705,6.01052631578947,,,4.00905925700571,4.0972341146095,3.4631900544889,4.19772625416678
2017-02-01,2017,2,0.437727272727273,3.78545454545455,3.33545454545455,4.24363636363636,4.07545454545455,47.1604545454545,48.9059090909091,49.0945454545455,50.8363636363636,51.1359090909091,5.033,5.225,5.00227272727273,5.48809523809524,5.52380952380952,5.83333333333333,6.02857142857143,6.24333333333333,4.70115412311944,4.10168843883346,3.93304402226737,4.14226106392534
2017-03-01,2017,3,0.353461538461538,3.8768,3.765,4.4136,4.35958333333333,47.2773076923077,48.5292,49.2368,50.6532,51.2508333333333,5.47833333333333,5.3188,5.1192,5.61,5.61,6.18958333333333,6.30625,6.45217391304348,3.89466923570969,4.13261506282007,4.37991862734587,4.06185522926432
2017-04-01,2017,4,0.311,3.895,3.622,4.347,3.92,47.4295238095238,48.6552380952381,49.243,50.6880952380952,51.2557894736842,4.835,5.1452380952381,5.01904761904762,5.75952380952381,5.8547619047619,6.13095238095238,6.3075,6.525,4.16450031093576,3.82350892658244,4.17722269577048,4.07129750850043
2017-05-01,2017,5,0.336086956521739,3.87565217391304,4.04285714285714,4.3995652173913,4.39238095238095,47.5475,48.4773913043478,49.3321739130435,50.5165217391304,51.7072727272727,5.17047619047619,5.14260869565217,4.88260869565217,5.76086956521739,5.84090909090909,6.05681818181818,6.2125,6.4125,3.78375359526402,3.74976955716459,4.20613434506341,4.77075292099866
2017-06-01,2017,6,0.301333333333333,3.56705882352941,3.94533333333333,4.16941176470588,4.23533333333333,47.55,48.5217647058824,49.233125,50.8605882352941,51.190625,5.1975,5.23705882352941,5.01764705882353,5.78125,5.78125,6.05882352941176,6.246875,6.59375,3.87875124359313,3.55133737095634,4.82076785407985,3.97140990045651
2017-07-01,2017,7,0.18,3.25318181818182,3.64409090909091,3.902,3.97736842105263,47.6168181818182,48.4322727272727,49.3080952380952,51.012380952381,51.7415789473684,4.9055,5.18636363636364,4.96095238095238,5.69318181818182,5.9625,6.14473684210526,5.71428571428571,5.79047619047619,3.6871606235768,3.55027666099574,5.30446881527973,5.01512723976996
2017-08-01,2017,8,0.301428571428571,3.20217391304348,3.60478260869565,3.85521739130435,3.73428571428571,47.6220833333333,48.2621739130435,49.6945454545455,50.5763636363636,51.648,4.42238095238095,4.96782608695652,5.0295652173913,5.29545454545455,5.4875,5.68421052631579,5.26190476190476,5.27380952380952,3.32300131244589,4.34122236760998,4.73230633389136,3.80405083513633
2017-09-01,2017,9,0.493684210526316,3.32823529411765,3.66684210526316,3.88166666666667,4.17882352941176,47.7255789473684,48.3523529411765,49.3105263157895,49.8958823529412,51.1847058823529,4.21352941176471,4.73388888888889,4.86555555555556,5.26388888888889,5.47058823529412,5.76470588235294,5.30882352941176,5.53235294117647,3.51606281562078,3.33152469212992,3.42152121891491,3.49911946526768
